sample_id,y
sample_1276,0.6053798198699951
sample_1277,0.6053798198699951
sample_1278,0.6053798198699951
sample_1279,0.6053798198699951
sample_1280,0.6053798198699951
sample_1281,0.6053798198699951
sample_1282,0.6053798198699951
sample_1283,0.6053798198699951
sample_1284,0.6053798198699951
sample_1285,0.6053798198699951
sample_1286,0.6053798198699951
sample_1287,0.6053798198699951
sample_1288,0.6053798198699951
